fund,company,domain,hq,sector,stage,source_url
Cherry,Klar,klar.com,Germany,Finance & Fintech,Active,https://www.cherry.vc/founders
Cherry,Luminovo,luminovo.com,Germany,Mobility & Logistics,Active,https://www.cherry.vc/founders
Cherry,Lunos,lunos.ai,Germany,Finance & Fintech,Active,https://www.cherry.vc/founders
Cherry,Magmatic,magmatic.games,Germany,Gaming & Entertainment,Exit,https://www.cherry.vc/founders
Cherry,Maze,maze.security,Germany,Cybersecurity,Active,https://www.cherry.vc/founders
Cherry,Mine,mine.co,Germany,Finance & Fintech,Active,https://www.cherry.vc/founders
Cherry,Mondu,mondu.ai,Germany,Finance & Fintech,Active,https://www.cherry.vc/founders
Cherry,Ninetailed,ninetailed.io,Germany,Developer Tools & Data,Exit,https://www.cherry.vc/founders
Cherry,NUMA,numa.com,"Paris, France",Hospitality,Active,https://www.cherry.vc/founders
Cherry,Operations1,operations1.ai,Germany,SaaS (Industry),Active,https://www.cherry.vc/founders
Cherry,Pemo,pemo.app,UAE,Finance & Fintech,Active,https://www.cherry.vc/founders
Cherry,Planet A Foods,planetafoods.com,Germany,Food & Agriculture,Active,https://www.cherry.vc/founders
Cherry,Plato,plato.ai,Germany,Finance & Fintech,Active,https://www.cherry.vc/founders
Cherry,Qlub,qlub.com,Germany,Finance & Retail,Active,https://www.cherry.vc/founders
Cherry,Qualifyze,qualifyze.com,Germany,Supply Chain Management,Active,https://www.cherry.vc/founders
Cherry,Quandoo,quandoo.com,Germany,Consumer,Exit,https://www.cherry.vc/founders
Cherry,Qura,qura.ai,Germany,Developer Tools & Data,Exit,https://www.cherry.vc/founders
Cherry,Ravio,ravio.com,Germany,Finance & Fintech,Active,https://www.cherry.vc/founders
Cherry,Riplo,riplo.ai,Germany,AI/Private Equity,Active,https://www.cherry.vc/founders
Cherry,Saleor,saleor.io,Germany,Finance & Fintech,Active,https://www.cherry.vc/founders
Cherry,Sanity Group,sanity-group.com,Germany,Healthcare & MedTech,Exit,https://www.cherry.vc/founders
Cherry,SellerX,sellerx.com,Germany,Retail & eCommerce,Active,https://www.cherry.vc/founders
Cherry,Speechly,speechly.com,Finland,Developer Tools & Data,Exit,https://www.cherry.vc/founders
Cherry,Sphinx,sphinx-ai.com,Germany,SaaS (Compliance),Active,https://www.cherry.vc/founders
Cherry,Spryker,spryker.com,Germany,Retail & eCommerce,Active,https://www.cherry.vc/founders
Cherry,Stenon,stenon.io,Germany,Food & AgriTech,Active,https://www.cherry.vc/founders
Cherry,Superlist,superlist.com,Germany,Productivity,Active,https://www.cherry.vc/founders
Cherry,Swap,swap.com,Germany,Mobility & Logistics,Active,https://www.cherry.vc/founders
Cherry,Synera,synera.ai,Germany,Developer Tools & Data,Active,https://www.cherry.vc/founders
Cherry,Tacto,tacto.ai,Germany,SaaS/AI (Procurement),Active,https://www.cherry.vc/founders
Cherry,Those Beyond,thosebeyond.com,Germany,Gaming & Entertainment,Active,https://www.cherry.vc/founders
Cherry,Together,together.de,Germany,Healthcare,Exit,https://www.cherry.vc/founders
Cherry,Tola,tola.app,Germany,Finance & Fintech,Exit,https://www.cherry.vc/founders
Cherry,TourRadar,tourradar.com,Germany,eCommerce,Active,https://www.cherry.vc/founders
Cherry,Trace.Space,trace.space,Germany,Developer Tools & Data,Active,https://www.cherry.vc/founders
Cherry,Voliro,voliro.com,Switzerland,Industry/Supply Chain,Active,https://www.cherry.vc/founders
Cherry,Voy,getvoy.com,Germany,Healthcare,Active,https://www.cherry.vc/founders
Cherry,Weflow,weflow.ai,Germany,Developer Tools & Data,Active,https://www.cherry.vc/founders
Cherry,Weld,weld.io,Germany,Developer Tools & Data,Active,https://www.cherry.vc/founders
Cherry,Xometry,xometry.com,Germany,Industrials,Exit,https://www.cherry.vc/founders
Speedinvest,Cyberwrite,cyberwrite.io,USA,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Deblock,deblock.com,France,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Deep Render,deeprender.ai,UK,Deep Tech,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Dialpad,dialpad.com,USA,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Diligent,diligent.ai,UK,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Djust,djust.com,France,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Doccla,doccla.com,UK,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Donnerstag.ai,donnerstag.ai,Germany,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,drag&bot,dragbot.com,Germany,Climate Tech & Industrial Tech,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Dronamics,dronamics.com,Bulgaria,Deep Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Drop,drop.com,USA,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Due,due.com,UK,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Ellipsus,ellipsus.com,Germany,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Emmi AI,emmi-ai.com,Austria,Deep Tech,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,EstateGuru,estateguru.com,Estonia,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Eunice,eunice.ai,UK,Deep Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Exactly.ai,exactly.ai,UK,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,EXA Finance,exafinance.io,France,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Factris,factris.nl,Netherlands,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Fairlyne,fairlyne.com,France,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,FairMoney,fairmoney.io,France,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Fairplay,fairplay.mx,Mexico,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Fasset,fasset.io,UAE,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Fernride,fernride.com,Germany,Climate Tech & Industrial Tech,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Fertifa,fertifa.com,UK,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Fiat Republic,fiatrepublic.com,UK,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Fifth Dimension,fifthdimension.ai,UK,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Finary,finary.eu,France,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,FinCompare,fincompare.de,Germany,Fintech & DeFi,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Finres,finres.com,France,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Firsty,firsty.app,Netherlands,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Five Lives,fivelives.com,France,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Flank,flank.ai,Germany,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Flaviar,flaviar.com,USA,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Fleksy,fleksy.com,Spain,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Flexkeeping,flexkeeping.com,Slovenia,AI & Infra,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Flinn,flinn.tech,Austria,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Flow48,flow48.com,UAE,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Flowdesk,flowdesk.io,France,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,ForTunes,fortunes.io,Austria,AI & Infra,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,forward earth,forwardearthtech.com,Germany,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Friday Finance,fridayfinance.com,,Fintech & DeFi,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Fuse,fusehealthcare.ai,UK,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Genie,genie.com,Spain,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,GetVocal,getvocal.ai,France,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,GoTiger,gotiger.com,Germany,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Grace,grace.insure,France,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Grandhood,grandhood.com,Denmark,Fintech & DeFi,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Greyparrot,greyparrot.com,United Kingdom,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,gronda,gronda.at,Austria,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Gustav,gustav.com,Austria,AI & Infra,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Gyre Energy,gyreenergy.com,United Kingdom,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Haaven,haaven.nl,Netherlands,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Harbor Lab,harborlab.com,Greece,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Haz,haz.app,United Kingdom,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Helu.io,helu.io,Austria,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,hexafarms,hexafarms.com,Germany,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,hi.health,hihealth.at,Austria,Health & Bio,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Holvi,holvi.com,Finland,Fintech & DeFi,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Impala,impala.com,United Kingdom,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Indoo.rs,indoors.com,Austria,Deep Tech,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,IndyKite,indykite.com,United States,Deep Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Inkitt,inkitt.com,Germany,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Invesdor,invesdor.com,Finland,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Investly,investly.com,Estonia,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,IOMED,iomed.es,Spain,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Iyzico,iyzico.com,Turkey,Fintech & DeFi,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Joblocal,joblocal.de,Germany,Marketplaces & Consumer,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Julaya,julaya.com,Ivory Coast,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Juli,juli.health,Switzerland,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Jumba,jumba.co.ke,Kenya,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,June,june.so,France,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Katch,katch.me,United States,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Kema,kema.ae,United Arab Emirates,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,KETS,kets.network,United Kingdom,Deep Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Keyper,keyper.app,United Arab Emirates,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Khazna,khazna.com,Egypt,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Kittl,kittl.com,Germany,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Koalaboox,koalaboox.com,Belgium,Fintech & DeFi,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Koin,koin.com.br,Brazil,Fintech & DeFi,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Konfetti,konfetti.de,Germany,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Kwest,kwest.de,Germany,Climate Tech & Industrial Tech,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Kyrok,kyrok.ai,Germany,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Laelaps AI,laelaps.ai,Switzerland,Deep Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Landvault,landvault.io,United Kingdom,Marketplaces & Consumer,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Lapse,lapse.app,United Kingdom,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Ledgy,ledgy.com,Switzerland,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Lemonflow,lemonflow.ai,Germany,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Lemonway,lemonway.com,France,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Leta,leta.co.ke,Kenya,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Lizee,lizee.fr,France,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,LizzyAI,lizzyai.com,United States,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Luko,luko.eu,France,Fintech & DeFi,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Maqsad,maqsad.pk,Pakistan,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Meisterwerk,meisterwerk.de,Germany,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Mercanis,mercanis.com,Germany,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Metis Labs,metislabs.com,United Kingdom,Climate Tech & Industrial Tech,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Metrilo,metrilo.com,Bulgaria,AI & Infra,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Mews,mews.com,Netherlands,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,MiLaboratories,milaboratories.com,Spain,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Milano Vice,milanovice.com,Germany,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Mimic Robotics,mimicrobotics.com,Switzerland,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,MindsDB,mindsdb.com,USA,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,MinersAI,minersai.com,France,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Mistral,mistral.ai,France,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Molecule,molecule.to,Switzerland,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,MoonPay,moonpay.com,USA,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Mophones,mophones.co.ke,Kenya,"Middle East, Africa & Beyond",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Mpiriq,mpiriq.com,,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Mundi,mundi.com.tr,Turkey,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,MyClubs,myclubs.at,Austria,Marketplaces & Consumer,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,MyDataModels,mydatamodels.com,France,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,NECTURE,necture.com,Austria,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,NeoCarbon,neocarbon.de,Germany,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,NeuroHarmonics,neuroharmonics.com,United Kingdom,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Nilo Health,nilo.health,Germany,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Nofence,nofence.no,Norway,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Nomos,nomos.energy,Germany,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Nook,nook.ai,United Kingdom,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Octav,octav.io,Canada,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Ona,ona.dev,Germany,AI & Infra,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,one-five,one-five.de,Germany,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Onepot,onepot.ai,USA,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,One Trading,onetrading.com,Italy,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,OneTrust,onetrust.com,USA,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Onit,onit.co.ke,Kenya,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Opal,opal.so,France,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,open,openapp.co,India,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,OpenAI,openai.com,USA,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,opus,opus-ai.de,Germany,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Orakl Oncology,orakl.ai,France,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,ORUS,orus.space,France,Deep Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Oze,oze.africa,Ghana,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Pace Revenue,pacerevenue.com,United Kingdom,AI & Infra,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Packhelp,packhelp.com,Poland,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Palm,palm.ai,Sweden,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,PalmHR,palm.hr,Saudi Arabia,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Paradox,paradox.ai,Denmark,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Paua,paua.co.uk,United Kingdom,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Payworks,payworks.de,Germany,Fintech & DeFi,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Pemo,pemo.io,UAE,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Perk,perk.com,Spain,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Pimloc,pimloc.com,United Kingdom,Deep Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Planetly,planetly.com,Germany,Climate Tech & Industrial Tech,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Platypus,platypus.hr,Denmark,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Playbrush,playbrush.com,United Kingdom,Marketplaces & Consumer,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Pliant,pliant.io,Germany,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Plural AI,pluralai.com,United Kingdom,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Polaron,polaronmaterials.com,United Kingdom,"AI & Infra, Deep Tech",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Porotech,porotech.co.uk,United Kingdom,"Deep Tech, Climate Tech",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Precium,precium.com,South Africa,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Primer,primer.io,United Kingdom,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,PurposeGreen,purposegreen.eu,Germany,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Qovery,qovery.com,France,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,QphoX,qphox.eu,Netherlands,Deep Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Rainbow,rainbow-credit.com,France,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Raus,raus.de,Germany,"Marketplaces & Consumer, Climate Tech",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,ready2order,ready2order.com,Austria,Fintech & DeFi,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,receeve,receeve.com,Germany,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Recyda,recyda.com,Germany,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Refurbed,refurbed.com,Austria,"Marketplaces & Consumer, Climate Tech",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Remberg,remberg.com,Germany,"AI & Infra, Climate Tech",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Resourcify,resourcify.com,Germany,"AI & Infra, Climate Tech",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Revyze,revyze.com,France,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Rho Protocol,rholabs.com,United Kingdom,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Rive,rive.app,Finland,"Marketplaces & Consumer, Fintech",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Rivia,rivia.ai,Switzerland,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,roclub,roclub.com,Germany,"Health & Bio, AI & Infra",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Rollee,rollee.app,France,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Runware,runware.ai,United Kingdom,"AI & Infra, Deep Tech",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Saude Bliss,saudebliss.com,Brazil,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Scalarr,scalarr.com,Ukraine,Deep Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Scalera,scalera.tech,Switzerland,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Schuttflix,schuettflix.de,Germany,"Marketplaces & Consumer, Climate Tech",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Seafair,seafair.com,United States,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Second Nature,secondnature.io,United Kingdom,Health & Bio,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Seltz,seltz.io,United States,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Sense Street,sensestreet.io,United Kingdom,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Seqera Labs,seqera.io,Spain,"Health & Bio, AI & Infra",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Shapr3D,shapr3d.com,Hungary,AI & Infra,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Shpock,shpock.com,Austria,Marketplaces & Consumer,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,SILQ,silqgroup.com,Bangladesh,Fintech & DeFi,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Simbel,simbel.io,France,"AI & Infra, Marketplaces & Consumer",Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Skyfri,skyfri.com,Norway,Climate Tech & Industrial Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Smiler,smiler.com,Netherlands,Marketplaces & Consumer,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,SOC.OS,socos.ai,United Kingdom,AI & Infra,Acquired,https://www.speedinvest.com/portfolio?9ee11496_page=N
Speedinvest,Solvo.ai,solvo.ai,United Kingdom,Deep Tech,Active,https://www.speedinvest.com/portfolio?9ee11496_page=N
